Train Loss	Train Loss X	Train Loss U	Mask	Total Acc.	Used Acc.	Test Loss	Test Acc.	Test GM.	
0.115390	0.002058	0.113332	0.944656	0.948719	0.964901	2.152108	69.590000	0.631695	
0.116581	0.003086	0.113495	0.943937	0.949937	0.965470	2.158911	69.290000	0.627728	
0.112820	0.002051	0.110769	0.947406	0.949531	0.965366	2.137701	69.790000	0.640367	
0.112611	0.001749	0.110862	0.949656	0.950000	0.964757	2.229608	69.210000	0.629230	
0.114499	0.001839	0.112660	0.946812	0.948375	0.964684	2.253356	69.240000	0.628183	
0.114134	0.002108	0.112026	0.946875	0.948156	0.964389	2.236541	69.370000	0.632352	
0.115460	0.001936	0.113524	0.945187	0.948500	0.964227	2.200989	69.530000	0.631717	
0.116624	0.001988	0.114636	0.947812	0.949750	0.964491	2.212792	69.350000	0.628746	
0.116738	0.002366	0.114372	0.947500	0.948187	0.965435	2.242217	69.320000	0.625900	
0.112895	0.002199	0.110696	0.947156	0.949594	0.963905	2.299701	68.920000	0.618117	
0.113253	0.002322	0.110930	0.943438	0.948375	0.964657	2.318326	68.950000	0.620727	
0.116305	0.002317	0.113988	0.944469	0.949187	0.964828	2.314200	68.960000	0.622904	
0.116472	0.002110	0.114361	0.946094	0.948656	0.964294	2.261376	69.320000	0.629411	
0.113766	0.002369	0.111397	0.944875	0.949375	0.964149	2.257233	69.490000	0.631857	
0.113189	0.002224	0.110965	0.947438	0.948906	0.964213	2.277043	69.420000	0.629490	
0.113236	0.001572	0.111665	0.949031	0.949313	0.963548	2.291519	69.170000	0.627722	
0.111274	0.001863	0.109411	0.950875	0.949906	0.964474	2.348472	69.120000	0.627779	
0.115531	0.002820	0.112711	0.948406	0.950187	0.965370	2.333650	69.230000	0.628873	
0.114314	0.002367	0.111947	0.948406	0.949844	0.965040	2.361631	68.960000	0.624583	
0.113396	0.002337	0.111059	0.948500	0.948625	0.963956	2.309808	69.300000	0.629553	
0.112581	0.001836	0.110746	0.947344	0.949688	0.964242	2.282713	69.110000	0.626535	
0.115677	0.002410	0.113267	0.944156	0.949250	0.965379	2.251129	69.670000	0.633523	
0.115010	0.002312	0.112699	0.951500	0.950219	0.964891	2.318133	69.260000	0.622237	
0.109981	0.001609	0.108372	0.950313	0.950500	0.964748	2.299218	69.230000	0.625856	
0.113944	0.002223	0.111721	0.946313	0.949094	0.964302	2.286042	69.440000	0.631957	
0.115793	0.002815	0.112978	0.943531	0.949094	0.964296	2.265824	69.390000	0.629378	
0.115929	0.002177	0.113752	0.946688	0.949406	0.965043	2.251518	69.380000	0.630701	
0.111949	0.001600	0.110349	0.947406	0.949594	0.965069	2.248579	69.250000	0.629588	
0.116903	0.002255	0.114648	0.947875	0.950219	0.964526	2.227486	69.320000	0.630944	
0.112989	0.002515	0.110473	0.947844	0.949937	0.964228	2.233954	69.160000	0.631152	
0.110287	0.001820	0.108467	0.946656	0.949094	0.964150	2.296227	68.810000	0.624990	
0.111113	0.001284	0.109829	0.947281	0.950063	0.964306	2.242225	69.330000	0.632517	
0.110287	0.002203	0.108084	0.947500	0.949187	0.964380	2.272314	69.140000	0.626279	
0.114421	0.002417	0.112004	0.949719	0.949906	0.964364	2.250978	69.080000	0.628123	
0.112707	0.002109	0.110598	0.947531	0.949594	0.964414	2.232819	69.270000	0.626772	
0.111350	0.001856	0.109494	0.950031	0.948906	0.964475	2.255234	69.400000	0.628629	
0.114228	0.002254	0.111973	0.948375	0.948750	0.963787	2.229777	69.440000	0.628445	
0.113616	0.002308	0.111307	0.947781	0.950094	0.964522	2.234369	69.220000	0.627215	
0.104707	0.001850	0.102858	0.948250	0.949562	0.963980	2.301767	68.970000	0.622141	
0.114493	0.002498	0.111994	0.947500	0.950313	0.964281	2.246799	69.200000	0.629907	
0.109080	0.001870	0.107210	0.950156	0.950531	0.964414	2.289142	69.020000	0.625990	
0.111007	0.001863	0.109144	0.950125	0.950250	0.964906	2.322909	68.490000	0.617882	
0.112968	0.001654	0.111314	0.948750	0.950625	0.964493	2.314710	68.790000	0.625454	
0.109794	0.001886	0.107908	0.949625	0.949937	0.964032	2.348470	68.340000	0.616999	
0.112176	0.002251	0.109926	0.947937	0.949313	0.964265	2.341181	68.260000	0.613857	
0.113931	0.002085	0.111846	0.949438	0.949781	0.964288	2.350316	68.550000	0.616777	
0.111989	0.001616	0.110374	0.950875	0.950219	0.963455	2.365858	68.590000	0.619544	
0.112128	0.001463	0.110665	0.950219	0.950469	0.964482	2.440781	68.530000	0.616371	
0.111073	0.002053	0.109020	0.947562	0.950125	0.964382	2.409652	68.770000	0.619781	
0.110980	0.001448	0.109532	0.949125	0.949281	0.963321	2.423474	68.390000	0.613949	
0.115924	0.002442	0.113483	0.947969	0.950469	0.963475	2.348087	68.750000	0.621529	
0.108734	0.001704	0.107031	0.949187	0.950063	0.964608	2.338926	68.760000	0.622714	
0.113711	0.002462	0.111249	0.948562	0.949063	0.963860	2.349737	68.430000	0.615611	
0.110739	0.002048	0.108691	0.946187	0.949094	0.965156	2.310091	68.880000	0.623156	
0.113572	0.002439	0.111133	0.951688	0.949438	0.963946	2.268673	69.080000	0.622448	
0.109104	0.001793	0.107311	0.951250	0.949250	0.962878	2.274416	69.140000	0.622006	
0.112594	0.001977	0.110617	0.948219	0.949406	0.963188	2.284642	68.930000	0.620189	
0.110981	0.002045	0.108936	0.951875	0.950469	0.964018	2.289620	69.010000	0.622462	
0.111778	0.002088	0.109690	0.951219	0.950313	0.963238	2.266699	68.940000	0.622263	
0.108849	0.002334	0.106515	0.948375	0.950094	0.964479	2.265735	68.940000	0.623987	
0.107864	0.001935	0.105929	0.950625	0.950156	0.963642	2.291578	68.740000	0.624664	
0.110247	0.002082	0.108164	0.951906	0.950219	0.963429	2.271099	69.090000	0.629965	
0.108567	0.002406	0.106162	0.947281	0.948656	0.963778	2.208064	69.640000	0.638587	
0.112461	0.002189	0.110273	0.951500	0.950156	0.963380	2.279747	69.390000	0.629316	
0.112116	0.002471	0.109645	0.950469	0.949344	0.963965	2.271025	69.070000	0.626488	
0.109064	0.001863	0.107201	0.950781	0.948937	0.963615	2.287575	69.170000	0.627763	
0.110294	0.002500	0.107795	0.954094	0.949750	0.963250	2.306501	68.950000	0.623493	
0.107571	0.001462	0.106108	0.952500	0.949719	0.963780	2.313073	68.970000	0.622270	
0.110209	0.001664	0.108545	0.948125	0.949937	0.963909	2.359807	68.590000	0.616014	
0.113635	0.002245	0.111390	0.950969	0.950438	0.963820	2.322228	69.040000	0.621391	
0.113441	0.002402	0.111039	0.950937	0.948906	0.963523	2.331436	68.840000	0.621587	
0.109935	0.001803	0.108132	0.954031	0.950250	0.963707	2.318466	68.980000	0.623787	
0.112161	0.001851	0.110310	0.952500	0.949375	0.963091	2.334342	68.810000	0.614267	
0.107454	0.002214	0.105240	0.950719	0.948875	0.963843	2.326758	68.860000	0.618994	
0.115185	0.002725	0.112459	0.952438	0.950094	0.963252	2.341042	68.900000	0.619403	
0.112622	0.001716	0.110906	0.952625	0.949344	0.962800	2.341788	69.060000	0.624180	
0.111511	0.002148	0.109363	0.954156	0.950469	0.963351	2.337199	69.070000	0.622724	
0.111914	0.001864	0.110050	0.953812	0.949906	0.962224	2.373883	68.940000	0.619813	
0.110955	0.002274	0.108681	0.951469	0.949844	0.962985	2.356370	68.900000	0.621145	
0.108398	0.001743	0.106655	0.953844	0.950469	0.962979	2.335467	69.170000	0.625912	
0.114229	0.002102	0.112127	0.951031	0.949625	0.963066	2.311868	69.190000	0.625112	
0.106111	0.001996	0.104116	0.952375	0.950531	0.963348	2.277394	69.310000	0.627984	
0.106957	0.001397	0.105560	0.954438	0.950438	0.962707	2.327353	69.390000	0.630335	
0.110551	0.002033	0.108518	0.951063	0.949313	0.963232	2.336004	69.030000	0.624489	
0.111379	0.001938	0.109441	0.951719	0.949812	0.963389	2.252983	69.270000	0.630595	
0.109622	0.001678	0.107944	0.953500	0.950063	0.963195	2.251239	68.980000	0.627503	
0.109890	0.001823	0.108068	0.953844	0.949906	0.962618	2.236652	69.090000	0.630160	
0.108739	0.001981	0.106757	0.951531	0.949812	0.963119	2.218421	69.590000	0.638868	
0.110327	0.002032	0.108296	0.950937	0.949594	0.962898	2.246132	69.470000	0.635582	
0.112712	0.002597	0.110115	0.950625	0.949531	0.963281	2.212127	69.930000	0.642191	
0.109281	0.002208	0.107073	0.950781	0.950562	0.963944	2.193399	70.000000	0.647264	
0.115363	0.002392	0.112970	0.951500	0.949969	0.962723	2.238144	69.700000	0.640532	
0.112417	0.002060	0.110356	0.951000	0.949562	0.962967	2.276589	69.590000	0.635755	
0.104522	0.001321	0.103201	0.957094	0.950250	0.962713	2.335244	68.840000	0.624370	
0.109999	0.002147	0.107852	0.950469	0.948656	0.962946	2.321567	69.030000	0.627170	
0.110002	0.001719	0.108283	0.954187	0.950000	0.962239	2.306713	69.130000	0.626642	
0.111189	0.001645	0.109543	0.952875	0.949812	0.963827	2.322241	69.180000	0.626044	
0.108379	0.001702	0.106677	0.955281	0.950375	0.963002	2.307834	69.040000	0.623136	
0.109115	0.002274	0.106841	0.951094	0.949906	0.963036	2.279993	69.290000	0.629531	
0.111083	0.002383	0.108700	0.952469	0.950562	0.963352	2.235288	69.780000	0.636113	
0.103799	0.001202	0.102597	0.955781	0.950281	0.962890	2.281377	69.370000	0.625458	
0.112278	0.001863	0.110415	0.950125	0.949156	0.963163	2.310538	69.350000	0.623657	
0.109917	0.001360	0.108558	0.953031	0.950406	0.963603	2.329375	69.150000	0.625472	
0.109936	0.002521	0.107415	0.952406	0.949812	0.963153	2.336070	68.740000	0.621757	
0.110666	0.001964	0.108702	0.952844	0.951000	0.963301	2.266278	69.220000	0.626198	
0.111863	0.002463	0.109399	0.949500	0.949375	0.964389	2.286638	69.070000	0.622485	
0.109441	0.001526	0.107915	0.951656	0.949844	0.963550	2.245555	69.470000	0.631229	
0.109560	0.001630	0.107930	0.950531	0.949156	0.962422	2.297258	69.160000	0.622949	
0.111008	0.002186	0.108822	0.952187	0.949156	0.962455	2.328294	68.830000	0.617310	
0.111508	0.002058	0.109450	0.949906	0.949313	0.964141	2.336006	68.590000	0.610371	
0.109468	0.001748	0.107721	0.951750	0.948750	0.962635	2.302781	68.740000	0.614667	
0.110294	0.002393	0.107901	0.951875	0.949656	0.963559	2.312209	68.730000	0.616767	
0.110034	0.001775	0.108259	0.953937	0.949656	0.962917	2.365882	68.460000	0.611215	
0.108622	0.002096	0.106526	0.954187	0.951000	0.963680	2.386126	68.250000	0.610744	
0.111975	0.001663	0.110312	0.954125	0.950406	0.963088	2.390941	68.440000	0.612377	
0.110532	0.002073	0.108459	0.950594	0.950281	0.963740	2.364686	68.430000	0.612940	
0.105104	0.001879	0.103226	0.954781	0.949906	0.962590	2.395689	68.600000	0.611861	
0.108117	0.001616	0.106501	0.954781	0.950594	0.962230	2.325324	68.800000	0.616933	
0.103696	0.001464	0.102233	0.951187	0.949313	0.962974	2.358272	68.420000	0.610376	
0.107793	0.001851	0.105942	0.949688	0.948969	0.962521	2.363855	68.130000	0.608876	
0.107319	0.002188	0.105131	0.952187	0.949094	0.963177	2.381354	68.210000	0.605127	
0.105336	0.001491	0.103845	0.954375	0.949781	0.962312	2.373720	68.450000	0.610533	
0.112526	0.001480	0.111046	0.948250	0.948875	0.962859	2.361386	68.380000	0.613241	
0.107935	0.001573	0.106362	0.953688	0.949281	0.963104	2.368097	68.490000	0.613424	
0.109599	0.002079	0.107520	0.955187	0.950094	0.963031	2.297231	68.750000	0.621411	
0.106806	0.002023	0.104783	0.954937	0.950594	0.962138	2.325074	68.550000	0.614109	
0.110478	0.001783	0.108695	0.954688	0.950375	0.962324	2.373293	68.570000	0.614142	
0.109662	0.002356	0.107306	0.955375	0.950094	0.962318	2.420642	68.540000	0.613160	
0.105090	0.001776	0.103314	0.954875	0.950406	0.962626	2.425627	68.830000	0.617570	
0.107663	0.001686	0.105976	0.951594	0.949438	0.962924	2.389550	68.920000	0.619461	
0.110094	0.001498	0.108596	0.953719	0.950500	0.963498	2.356036	68.740000	0.622870	
0.106899	0.001548	0.105351	0.954094	0.949719	0.962661	2.331745	68.900000	0.626278	
0.105084	0.001769	0.103315	0.955875	0.950313	0.962763	2.319353	69.200000	0.629649	
0.111151	0.001783	0.109368	0.954781	0.950438	0.962491	2.308303	69.150000	0.626139	
0.110705	0.001903	0.108802	0.954063	0.949531	0.962529	2.283185	69.280000	0.630793	
0.111780	0.002116	0.109664	0.952750	0.950469	0.962739	2.285579	69.300000	0.628087	
0.108355	0.002041	0.106314	0.957688	0.950187	0.962670	2.243234	69.340000	0.628094	
0.105359	0.001363	0.103995	0.952156	0.949875	0.962847	2.207957	69.380000	0.630377	
0.107331	0.001775	0.105557	0.954094	0.949594	0.962988	2.207960	69.510000	0.633532	
0.111535	0.001583	0.109952	0.953750	0.950375	0.962615	2.217135	69.430000	0.630953	
0.108848	0.001937	0.106911	0.952812	0.950688	0.962545	2.213039	69.620000	0.631775	
0.109865	0.001907	0.107958	0.952719	0.949844	0.962312	2.256451	69.060000	0.626490	
0.106572	0.001787	0.104785	0.955781	0.949844	0.962760	2.306204	68.820000	0.620021	
0.108738	0.002479	0.106259	0.953219	0.950406	0.962758	2.267372	69.110000	0.622719	
0.105405	0.002226	0.103179	0.955125	0.950094	0.962145	2.282449	68.780000	0.614851	
0.105137	0.001208	0.103929	0.955688	0.949750	0.961611	2.288333	68.940000	0.620449	
0.111050	0.002394	0.108656	0.952625	0.949344	0.962472	2.276860	68.810000	0.618824	
0.109830	0.002400	0.107430	0.954313	0.949906	0.962866	2.271460	68.900000	0.623650	
0.102029	0.001416	0.100612	0.957625	0.950594	0.963321	2.215665	69.390000	0.631873	
0.110549	0.001756	0.108794	0.955000	0.951031	0.961518	2.224318	69.350000	0.630917	
0.108696	0.001938	0.106757	0.955000	0.951031	0.962467	2.234083	69.300000	0.627711	
0.107332	0.001896	0.105436	0.952156	0.949688	0.962880	2.290772	68.610000	0.616796	
0.108662	0.001450	0.107212	0.955594	0.950562	0.962229	2.310220	68.530000	0.615802	
0.105953	0.001709	0.104244	0.953906	0.950031	0.962162	2.291171	68.580000	0.618668	
0.113161	0.001955	0.111206	0.954094	0.950094	0.962399	2.269882	69.010000	0.626159	
0.107754	0.001772	0.105982	0.955500	0.949844	0.962291	2.271774	69.220000	0.627811	
0.105750	0.001786	0.103964	0.952750	0.949719	0.962411	2.316041	68.960000	0.622923	
0.107100	0.001931	0.105169	0.956313	0.950719	0.962748	2.340490	68.790000	0.621312	
0.109595	0.002188	0.107406	0.949531	0.949156	0.962054	2.374578	68.900000	0.619722	
0.108759	0.001758	0.107001	0.956469	0.950969	0.961512	2.364583	68.680000	0.615549	
0.107766	0.001684	0.106082	0.953969	0.950688	0.962230	2.370813	68.780000	0.617533	
0.106472	0.001134	0.105339	0.954375	0.950438	0.962050	2.406817	68.480000	0.614597	
0.109798	0.001666	0.108131	0.950500	0.949875	0.961829	2.365175	68.820000	0.621877	
0.111257	0.002352	0.108905	0.947000	0.949875	0.962414	2.289275	68.880000	0.623831	
0.104583	0.002178	0.102405	0.953219	0.949656	0.961578	2.238265	68.950000	0.626850	
0.108330	0.002014	0.106316	0.950906	0.950063	0.963226	2.202442	69.330000	0.634644	
0.109382	0.001937	0.107445	0.954812	0.951156	0.961543	2.204799	69.370000	0.634121	
0.108595	0.001600	0.106995	0.948937	0.949688	0.962820	2.283500	68.690000	0.621213	
0.103833	0.001586	0.102247	0.952750	0.950937	0.962411	2.291839	68.920000	0.622604	
0.107884	0.001361	0.106523	0.955125	0.950750	0.962243	2.277227	69.210000	0.627351	
0.106857	0.002391	0.104466	0.952313	0.949875	0.963247	2.272472	69.120000	0.625965	
0.106831	0.001839	0.104993	0.954906	0.950625	0.962660	2.235489	69.180000	0.628197	
0.106553	0.001730	0.104823	0.951875	0.950500	0.962672	2.261032	69.120000	0.626894	
0.109193	0.001786	0.107406	0.954094	0.951031	0.963578	2.324663	68.930000	0.621498	
0.109195	0.001934	0.107262	0.951125	0.949000	0.962019	2.326743	68.430000	0.618029	
0.108187	0.001723	0.106464	0.956750	0.951469	0.963091	2.313030	68.670000	0.620456	
0.103964	0.001457	0.102507	0.958844	0.951156	0.963367	2.307113	68.840000	0.623405	
0.108304	0.002050	0.106254	0.955187	0.950469	0.963162	2.301219	68.880000	0.622965	
0.105121	0.001630	0.103491	0.957562	0.950750	0.962307	2.325641	68.610000	0.618184	
0.105474	0.001641	0.103833	0.958969	0.951375	0.962590	2.341008	68.500000	0.617839	
0.110044	0.001992	0.108052	0.956031	0.950969	0.961985	2.363242	68.470000	0.618038	
0.105740	0.001666	0.104074	0.954375	0.951094	0.962246	2.321977	68.530000	0.613812	
0.107799	0.001908	0.105891	0.954063	0.950812	0.962627	2.320144	68.550000	0.612023	
0.105423	0.001828	0.103595	0.958125	0.950469	0.962198	2.329030	68.490000	0.614893	
0.109032	0.001990	0.107043	0.952125	0.950844	0.962584	2.309568	68.800000	0.619183	
0.103139	0.001694	0.101445	0.958094	0.951313	0.962556	2.289502	68.680000	0.620713	
0.105840	0.002225	0.103615	0.952469	0.950531	0.962368	2.257091	69.000000	0.626002	
0.108656	0.001936	0.106720	0.953094	0.950031	0.961671	2.283190	68.630000	0.619529	
0.105750	0.001588	0.104161	0.954156	0.949281	0.961583	2.293902	68.570000	0.618984	
0.112321	0.001949	0.110372	0.952625	0.949656	0.961422	2.291820	68.760000	0.623815	
0.108665	0.001350	0.107315	0.955562	0.950156	0.961312	2.358123	68.390000	0.613710	
0.104203	0.001513	0.102691	0.960219	0.950969	0.961858	2.373387	68.420000	0.615394	
0.107676	0.002850	0.104826	0.953156	0.950063	0.962526	2.388741	68.390000	0.615621	
0.106776	0.002083	0.104693	0.953781	0.950500	0.962026	2.348790	68.640000	0.615933	
0.105688	0.001420	0.104268	0.955844	0.950094	0.962043	2.350157	68.530000	0.616432	
0.110668	0.002009	0.108660	0.949500	0.949719	0.962875	2.321225	68.920000	0.622825	
0.109547	0.002234	0.107313	0.956250	0.950469	0.962712	2.295933	69.120000	0.624933	
0.109400	0.002311	0.107089	0.954281	0.950281	0.962603	2.289876	69.080000	0.624723	
0.098266	0.001363	0.096903	0.955094	0.949844	0.961849	2.242789	69.280000	0.629620	
0.109190	0.001448	0.107742	0.955937	0.950844	0.962864	2.281598	69.110000	0.626157	
0.110440	0.002771	0.107668	0.952281	0.949375	0.963181	2.266282	68.970000	0.623052	
